"","IP","X_","audio","condition","experimentName","item","response1","response1_time","sound1","time","trialnumber","userCode","userFileName","view"
"371","213.87.137.89",1420938326493,"undefined","","HSElist1Dec12","","Ошибка!",5084,1,NA,7,"SKD19",19,"undefined"
"372","213.87.137.89",1420938348663,"1_1_fill","M_Pl","HSElist1Dec12","fill","Ошибка!",8882,1,NA,9,"SKD19",19,"stimulus.ejs"
"373","213.87.137.89",1420938363637,"2_1_exp","M_Sg","HSElist1Dec12","exp","",NA,1,NA,10,"SKD19",19,"stimulus.ejs"
"374","213.87.137.89",1420938377177,"3_1_exp","NM_Pl","HSElist1Dec12","exp","Ошибка!",11315,1,NA,11,"SKD19",19,"stimulus.ejs"
"375","213.87.137.89",1420938389690,"4_1_fill","M_Pauc","HSElist1Dec12","fill","",NA,1,NA,12,"SKD19",19,"stimulus.ejs"
"376","213.87.137.89",1420938403620,"5_1_exp","M_Pl","HSElist1Dec12","exp","",NA,1,NA,13,"SKD19",19,"stimulus.ejs"
"377","213.87.137.89",1420938414806,"6_1_fill","NM_Pauc","HSElist1Dec12","fill","Ошибка!",7055,1,NA,14,"SKD19",19,"stimulus.ejs"
"378","213.87.137.89",1420938426971,"7_1_fill","NM_Pl","HSElist1Dec12","fill","Ошибка!",5669,1,NA,15,"SKD19",19,"stimulus.ejs"
"379","213.87.137.89",1420938439981,"8_1_exp","NM_Sg","HSElist1Dec12","exp","Ошибка!",7222,1,NA,16,"SKD19",19,"stimulus.ejs"
"380","213.87.137.89",1420938452749,"9_1_exp","M_Sg","HSElist1Dec12","exp","",NA,1,NA,17,"SKD19",19,"stimulus.ejs"
"381","213.87.137.89",1420938465824,"10_1_fill","NM_Pauc","HSElist1Dec12","fill","Ошибка!",6293,1,NA,18,"SKD19",19,"stimulus.ejs"
"382","213.87.137.89",1420938484367,"11_1_exp","NM_Pl","HSElist1Dec12","exp","Ошибка!",10482,1,NA,19,"SKD19",19,"stimulus.ejs"
"383","213.87.137.89",1420938499318,"12_1_fill","M_Pl","HSElist1Dec12","fill","",NA,1,NA,20,"SKD19",19,"stimulus.ejs"
"384","213.87.137.89",1420938511736,"13_1_fill","M_Pauc","HSElist1Dec12","fill","",NA,1,NA,21,"SKD19",19,"stimulus.ejs"
"385","213.87.137.89",1420938527786,"14_1_exp","M_Pl","HSElist1Dec12","exp","",NA,1,NA,22,"SKD19",19,"stimulus.ejs"
"386","213.87.137.89",1420938541488,"15_1_exp","NM_Sg","HSElist1Dec12","exp","Ошибка!",8985,1,NA,23,"SKD19",19,"stimulus.ejs"
"387","213.87.137.89",1420938553679,"16_1_fill","M_Pl","HSElist1Dec12","fill","",NA,1,NA,24,"SKD19",19,"stimulus.ejs"
"388","213.87.137.89",1420938566747,"17_1_exp","M_Sg","HSElist1Dec12","exp","",NA,1,NA,25,"SKD19",19,"stimulus.ejs"
"389","213.87.137.89",1420938577919,"18_1_fill","NM_Pl","HSElist1Dec12","fill","Ошибка!",5746,1,NA,26,"SKD19",19,"stimulus.ejs"
"390","213.87.137.89",1420938588532,"19_1_fill","NM_Pauc","HSElist1Dec12","fill","Ошибка!",5556,1,NA,27,"SKD19",19,"stimulus.ejs"
"391","213.87.137.89",1420938600999,"20_1_exp","NM_Pl","HSElist1Dec12","exp","Ошибка!",6928,1,NA,28,"SKD19",19,"stimulus.ejs"
"392","213.87.137.89",1420938613653,"21_1_exp","M_Pl","HSElist1Dec12","exp","",NA,1,NA,29,"SKD19",19,"stimulus.ejs"
"393","213.87.137.89",1420938624502,"22_1_fill","NM_Pl","HSElist1Dec12","fill","Ошибка!",5748,1,NA,30,"SKD19",19,"stimulus.ejs"
"394","213.87.137.89",1420938636892,"23_1_exp","NM_Sg","HSElist1Dec12","exp","",NA,1,NA,31,"SKD19",19,"stimulus.ejs"
"395","213.87.137.89",1420938647995,"24_1_fill","M_Pauc","HSElist1Dec12","fill","",NA,1,NA,32,"SKD19",19,"stimulus.ejs"
"396","213.87.137.89",1420938659781,"25_1_fill","M_Pl","HSElist1Dec12","fill","",NA,1,NA,33,"SKD19",19,"stimulus.ejs"
"397","213.87.137.89",1420938672515,"26_1_exp","M_Sg","HSElist1Dec12","exp","",NA,1,NA,34,"SKD19",19,"stimulus.ejs"
"398","213.87.137.89",1420938685290,"27_1_exp","NM_Pl","HSElist1Dec12","exp","Ошибка!",7257,1,NA,35,"SKD19",19,"stimulus.ejs"
"399","213.87.137.89",1420938697479,"28_1_fill","M_Pauc","HSElist1Dec12","fill","",NA,1,NA,36,"SKD19",19,"stimulus.ejs"
"400","213.87.137.89",1420938709778,"29_1_exp","M_Pl","HSElist1Dec12","exp","",NA,1,NA,37,"SKD19",19,"stimulus.ejs"
"401","213.87.137.89",1420938722322,"30_1_fill","NM_Pauc","HSElist1Dec12","fill","Ошибка!",6465,1,NA,38,"SKD19",19,"stimulus.ejs"
"402","213.87.137.89",1420938733558,"31_1_fill","NM_Pl","HSElist1Dec12","fill","Ошибка!",6232,1,NA,39,"SKD19",19,"stimulus.ejs"
"403","213.87.137.89",1420938750370,"32_1_exp","NM_Sg","HSElist1Dec12","exp","",NA,1,NA,40,"SKD19",19,"stimulus.ejs"
"404","213.87.137.89",1420938765370,"33_1_exp","M_Sg","HSElist1Dec12","exp","",NA,1,NA,41,"SKD19",19,"stimulus.ejs"
"405","213.87.137.89",1420938776778,"34_1_fill","NM_Pauc","HSElist1Dec12","fill","Ошибка!",5818,1,NA,42,"SKD19",19,"stimulus.ejs"
"406","213.87.137.89",1420938789186,"35_1_exp","NM_Pl","HSElist1Dec12","exp","Ошибка!",7166,1,NA,43,"SKD19",19,"stimulus.ejs"
"407","213.87.137.89",1420938801338,"36_1_fill","M_Pl","HSElist1Dec12","fill","",NA,1,NA,44,"SKD19",19,"stimulus.ejs"
"408","213.87.137.89",1420938815995,"37_1_fill","M_Pauc","HSElist1Dec12","fill","",NA,1,NA,45,"SKD19",19,"stimulus.ejs"
"409","213.87.137.89",1420938828555,"38_1_exp","M_Pl","HSElist1Dec12","exp","",NA,1,NA,46,"SKD19",19,"stimulus.ejs"
"410","213.87.137.89",1420938840582,"39_1_exp","NM_Sg","HSElist1Dec12","exp","Ошибка!",6619,1,NA,47,"SKD19",19,"stimulus.ejs"
"411","213.87.137.89",1420938852081,"40_1_fill","M_Pl","HSElist1Dec12","fill","",NA,1,NA,48,"SKD19",19,"stimulus.ejs"
"412","213.87.137.89",1420938864427,"41_1_exp","M_Sg","HSElist1Dec12","exp","",NA,1,NA,49,"SKD19",19,"stimulus.ejs"
"413","213.87.137.89",1420938875965,"42_1_fill","NM_Pl","HSElist1Dec12","fill","Ошибка!",6005,1,NA,50,"SKD19",19,"stimulus.ejs"
"414","213.87.137.89",1420938887704,"43_1_fill","NM_Pauc","HSElist1Dec12","fill","Ошибка!",6046,1,NA,51,"SKD19",19,"stimulus.ejs"
"415","213.87.137.89",1420938904687,"44_1_exp","NM_Pl","HSElist1Dec12","exp","Ошибка!",12030,1,NA,52,"SKD19",19,"stimulus.ejs"
"416","62.176.19.146",1421047246909,"undefined","","HSElist1Dec12","","",NA,NA,NA,1,"RWZ20",20,"undefined"
"417","62.176.19.146",1421047248324,"undefined","","HSElist1Dec12","","",NA,NA,NA,2,"RWZ20",20,"undefined"
"418","62.176.19.146",1421047257188,"undefined","","HSElist1Dec12","","",NA,1,NA,3,"RWZ20",20,"undefined"
"419","128.204.18.51",1421058691817,"undefined","","HSElist1Dec12","","",NA,NA,NA,1,"BLW21",21,"undefined"
"420","128.204.18.51",1421058696536,"undefined","","HSElist1Dec12","","",NA,NA,NA,2,"BLW21",21,"undefined"
"421","128.204.18.51",1421058714088,"undefined","","HSElist1Dec12","","",NA,NA,NA,1,"NZS22",22,"undefined"
"422","128.204.18.51",1421058717468,"undefined","","HSElist1Dec12","","",NA,NA,NA,2,"NZS22",22,"undefined"
"423","128.204.18.51",1421058726219,"undefined","","HSElist1Dec12","","",NA,1,NA,3,"NZS22",22,"undefined"
"424","128.204.18.51",1421059739446,"undefined","","HSElist1Dec12","","",NA,NA,NA,1,"OWG23",23,"undefined"
"425","128.204.18.51",1421059751028,"undefined","","HSElist1Dec12","","",NA,NA,NA,2,"OWG23",23,"undefined"
"426","128.204.18.51",1421059761405,"undefined","","HSElist1Dec12","","",NA,1,NA,3,"OWG23",23,"undefined"
"427","128.204.18.51",1421059854519,"undefined","","HSElist1Dec12","","",NA,1,NA,4,"OWG23",23,"undefined"
"428","128.204.18.51",1421059864528,"undefined","","HSElist1Dec12","","",NA,1,NA,5,"OWG23",23,"undefined"
"429","128.204.18.51",1421059877351,"undefined","","HSElist1Dec12","","",NA,1,NA,6,"OWG23",23,"undefined"
"430","128.204.18.51",1421059892229,"undefined","","HSElist1Dec12","","",NA,1,NA,7,"OWG23",23,"undefined"
"431","128.204.18.51",1421059906701,"1_1_fill","M_Pl","HSElist1Dec12","fill","",NA,1,NA,9,"OWG23",23,"stimulus.ejs"
"432","128.204.18.51",1421059918364,"2_1_exp","M_Sg","HSElist1Dec12","exp","",NA,1,NA,10,"OWG23",23,"stimulus.ejs"
"433","128.204.18.51",1421059931089,"3_1_exp","NM_Pl","HSElist1Dec12","exp","Ошибка!",8759,1,NA,11,"OWG23",23,"stimulus.ejs"
"434","128.204.18.51",1421059942996,"4_1_fill","M_Pauc","HSElist1Dec12","fill","",NA,1,NA,12,"OWG23",23,"stimulus.ejs"
"435","128.204.18.51",1421059958189,"5_1_exp","M_Pl","HSElist1Dec12","exp","",NA,1,NA,13,"OWG23",23,"stimulus.ejs"
"436","128.204.18.51",1421059968720,"6_1_fill","NM_Pauc","HSElist1Dec12","fill","",NA,1,NA,14,"OWG23",23,"stimulus.ejs"
"437","128.204.18.51",1421059979421,"7_1_fill","NM_Pl","HSElist1Dec12","fill","Ошибка!",7707,1,NA,15,"OWG23",23,"stimulus.ejs"
"438","128.204.18.51",1421059994943,"8_1_exp","NM_Sg","HSElist1Dec12","exp","Ошибка!",7089,1,NA,16,"OWG23",23,"stimulus.ejs"
"439","128.204.18.51",1421060006877,"9_1_exp","M_Sg","HSElist1Dec12","exp","",NA,1,NA,17,"OWG23",23,"stimulus.ejs"
"440","128.204.18.51",1421060018197,"10_1_fill","NM_Pauc","HSElist1Dec12","fill","",NA,1,NA,18,"OWG23",23,"stimulus.ejs"
"441","128.204.18.51",1421060038435,"11_1_exp","NM_Pl","HSElist1Dec12","exp","Ошибка!",1421060024916,1,NA,19,"OWG23",23,"stimulus.ejs"
"442","128.204.18.51",1421060049724,"12_1_fill","M_Pl","HSElist1Dec12","fill","",NA,1,NA,20,"OWG23",23,"stimulus.ejs"
"443","128.204.18.51",1421060060453,"13_1_fill","M_Pauc","HSElist1Dec12","fill","Ошибка!",7483,1,NA,21,"OWG23",23,"stimulus.ejs"
"444","128.204.18.51",1421060074037,"14_1_exp","M_Pl","HSElist1Dec12","exp","",NA,1,NA,22,"OWG23",23,"stimulus.ejs"
"445","128.204.18.51",1421060085166,"15_1_exp","NM_Sg","HSElist1Dec12","exp","Ошибка!",6126,1,NA,23,"OWG23",23,"stimulus.ejs"
"446","128.204.18.51",1421060096949,"16_1_fill","M_Pl","HSElist1Dec12","fill","",NA,1,NA,24,"OWG23",23,"stimulus.ejs"
"447","128.204.18.51",1421060113093,"17_1_exp","M_Sg","HSElist1Dec12","exp","",NA,1,NA,25,"OWG23",23,"stimulus.ejs"
"448","128.204.18.51",1421060123143,"18_1_fill","NM_Pl","HSElist1Dec12","fill","Ошибка!",8366,1,NA,26,"OWG23",23,"stimulus.ejs"
"449","128.204.18.51",1421060132764,"19_1_fill","NM_Pauc","HSElist1Dec12","fill","Ошибка!",6287,1,NA,27,"OWG23",23,"stimulus.ejs"
"450","128.204.18.51",1421060144418,"20_1_exp","NM_Pl","HSElist1Dec12","exp","Ошибка!",6783,1,NA,28,"OWG23",23,"stimulus.ejs"
"451","128.204.18.51",1421060156279,"21_1_exp","M_Pl","HSElist1Dec12","exp","",NA,1,NA,29,"OWG23",23,"stimulus.ejs"
"452","128.204.18.51",1421060166671,"22_1_fill","NM_Pl","HSElist1Dec12","fill","Ошибка!",6643,1,NA,30,"OWG23",23,"stimulus.ejs"
"453","128.204.18.51",1421060178172,"23_1_exp","NM_Sg","HSElist1Dec12","exp","Ошибка!",6143,1,NA,31,"OWG23",23,"stimulus.ejs"
"454","128.204.18.51",1421060188389,"24_1_fill","M_Pauc","HSElist1Dec12","fill","",NA,1,NA,32,"OWG23",23,"stimulus.ejs"
"455","128.204.18.51",1421060200999,"25_1_fill","M_Pl","HSElist1Dec12","fill","",NA,1,NA,33,"OWG23",23,"stimulus.ejs"
"456","128.204.18.51",1421060212291,"26_1_exp","M_Sg","HSElist1Dec12","exp","",NA,1,NA,34,"OWG23",23,"stimulus.ejs"
"457","128.204.18.51",1421060224111,"27_1_exp","NM_Pl","HSElist1Dec12","exp","Ошибка!",6709,1,NA,35,"OWG23",23,"stimulus.ejs"
"458","128.204.18.51",1421060234831,"28_1_fill","M_Pauc","HSElist1Dec12","fill","",NA,1,NA,36,"OWG23",23,"stimulus.ejs"
"459","128.204.18.51",1421060246120,"29_1_exp","M_Pl","HSElist1Dec12","exp","",NA,1,NA,37,"OWG23",23,"stimulus.ejs"
"460","128.204.18.51",1421060257199,"30_1_fill","NM_Pauc","HSElist1Dec12","fill","Ошибка!",6233,1,NA,38,"OWG23",23,"stimulus.ejs"
"461","128.204.18.51",1421060266905,"31_1_fill","NM_Pl","HSElist1Dec12","fill","Ошибка!",5760,1,NA,39,"OWG23",23,"stimulus.ejs"
"462","128.204.18.51",1421060278333,"32_1_exp","NM_Sg","HSElist1Dec12","exp","Ошибка!",6087,1,NA,40,"OWG23",23,"stimulus.ejs"
"463","128.204.18.51",1421060289642,"33_1_exp","M_Sg","HSElist1Dec12","exp","",NA,1,NA,41,"OWG23",23,"stimulus.ejs"
"464","128.204.18.51",1421060299658,"34_1_fill","NM_Pauc","HSElist1Dec12","fill","Ошибка!",4900,1,NA,42,"OWG23",23,"stimulus.ejs"
"465","128.204.18.51",1421060310623,"35_1_exp","NM_Pl","HSElist1Dec12","exp","Ошибка!",8453,1,NA,43,"OWG23",23,"stimulus.ejs"
"466","128.204.18.51",1421060322187,"36_1_fill","M_Pl","HSElist1Dec12","fill","",NA,1,NA,44,"OWG23",23,"stimulus.ejs"
"467","128.204.18.51",1421060332823,"37_1_fill","M_Pauc","HSElist1Dec12","fill","",NA,1,NA,45,"OWG23",23,"stimulus.ejs"
"468","128.204.18.51",1421060343945,"38_1_exp","M_Pl","HSElist1Dec12","exp","",NA,1,NA,46,"OWG23",23,"stimulus.ejs"
"469","128.204.18.51",1421060355145,"39_1_exp","NM_Sg","HSElist1Dec12","exp","Ошибка!",6086,1,NA,47,"OWG23",23,"stimulus.ejs"
"470","128.204.18.51",1421060365538,"40_1_fill","M_Pl","HSElist1Dec12","fill","",NA,1,NA,48,"OWG23",23,"stimulus.ejs"
"471","128.204.18.51",1421060376275,"41_1_exp","M_Sg","HSElist1Dec12","exp","",NA,1,NA,49,"OWG23",23,"stimulus.ejs"
"472","128.204.18.51",1421060386906,"42_1_fill","NM_Pl","HSElist1Dec12","fill","Ошибка!",5166,1,NA,50,"OWG23",23,"stimulus.ejs"
"473","128.204.18.51",1421060397632,"43_1_fill","NM_Pauc","HSElist1Dec12","fill","Ошибка!",5430,1,NA,51,"OWG23",23,"stimulus.ejs"
"474","128.204.18.51",1421060408333,"44_1_exp","NM_Pl","HSElist1Dec12","exp","Ошибка!",6103,1,NA,52,"OWG23",23,"stimulus.ejs"
"475","128.204.18.51",1421060421646,"45_1_exp","M_Pl","HSElist1Dec12","exp","",NA,1,NA,53,"OWG23",23,"stimulus.ejs"
"476","128.204.18.51",1421060436159,"46_1_fill","NM_Pl","HSElist1Dec12","fill","Ошибка!",5806,1,NA,54,"OWG23",23,"stimulus.ejs"
"477","128.204.18.51",1421060451867,"47_1_exp","NM_Sg","HSElist1Dec12","exp","Ошибка!",18,1,NA,55,"OWG23",23,"stimulus.ejs"
"478","128.204.18.51",1421060461741,"48_1_fill","M_Pauc","HSElist1Dec12","fill","",NA,1,NA,56,"OWG23",23,"stimulus.ejs"
"479","128.204.18.51",1421060471051,"49_1_fill","M_Pl","HSElist1Dec12","fill","",NA,1,NA,57,"OWG23",23,"stimulus.ejs"
"480","128.204.18.51",1421060481732,"50_1_exp","M_Sg","HSElist1Dec12","exp","",NA,1,NA,58,"OWG23",23,"stimulus.ejs"
"481","128.204.18.51",1421060493662,"51_1_exp","NM_Pl","HSElist1Dec12","exp","Ошибка!",6360,1,NA,59,"OWG23",23,"stimulus.ejs"
"482","128.204.18.51",1421060503238,"52_1_fill","M_Pauc","HSElist1Dec12","fill","",NA,1,NA,60,"OWG23",23,"stimulus.ejs"
"483","128.204.18.51",1421060514359,"53_1_exp","M_Pl","HSElist1Dec12","exp","",NA,1,NA,61,"OWG23",23,"stimulus.ejs"
"484","128.204.18.51",1421060523921,"54_1_fill","NM_Pauc","HSElist1Dec12","fill","Ошибка!",4963,1,NA,62,"OWG23",23,"stimulus.ejs"
"485","128.204.18.51",1421060533743,"55_1_fill","NM_Pl","HSElist1Dec12","fill","Ошибка!",4829,1,NA,63,"OWG23",23,"stimulus.ejs"
"486","128.204.18.51",1421060545077,"56_1_exp","NM_Sg","HSElist1Dec12","exp","Ошибка!",5583,1,NA,64,"OWG23",23,"stimulus.ejs"
"487","128.204.18.51",1421060557019,"57_1_exp","M_Sg","HSElist1Dec12","exp","",NA,1,NA,65,"OWG23",23,"stimulus.ejs"
"488","128.204.18.51",1421060566700,"58_1_fill","NM_Pauc","HSElist1Dec12","fill","Ошибка!",5226,1,NA,66,"OWG23",23,"stimulus.ejs"
"489","128.204.18.51",1421060578473,"59_1_exp","NM_Pl","HSElist1Dec12","exp","Ошибка!",6283,1,NA,67,"OWG23",23,"stimulus.ejs"
"490","128.204.18.51",1421060588750,"60_1_fill","M_Pl","HSElist1Dec12","fill","",NA,1,NA,68,"OWG23",23,"stimulus.ejs"
"491","128.204.18.51",1421060598951,"61_1_fill","M_Pauc","HSElist1Dec12","fill","",NA,1,NA,69,"OWG23",23,"stimulus.ejs"
"492","128.204.18.51",1421060610349,"62_1_exp","M_Pl","HSElist1Dec12","exp","",NA,1,NA,70,"OWG23",23,"stimulus.ejs"
"493","128.204.18.51",1421060621727,"63_1_exp","NM_Sg","HSElist1Dec12","exp","Ошибка!",6063,1,NA,71,"OWG23",23,"stimulus.ejs"
"494","128.204.18.51",1421060631553,"64_1_fill","NM_Pl","HSElist1Dec12","fill","Ошибка!",4806,1,NA,72,"OWG23",23,"stimulus.ejs"
"495","128.204.18.51",1421060642284,"65_1_exp","M_Sg","HSElist1Dec12","exp","",NA,1,NA,73,"OWG23",23,"stimulus.ejs"
"496","92.242.58.12",1421069485433,"undefined","","HSElist1Dec12","","",NA,NA,NA,1,"BJA24",24,"undefined"
"497","92.242.58.12",1421069504858,"undefined","","HSElist1Dec12","","",NA,NA,NA,2,"BJA24",24,"undefined"
"498","92.242.58.12",1421070030923,"undefined","","HSElist1Dec12","","",NA,NA,NA,1,"HJN25",25,"undefined"
"499","92.242.58.12",1421070032690,"undefined","","HSElist1Dec12","","",NA,NA,NA,2,"HJN25",25,"undefined"
"500","62.176.19.146",1421071639436,"undefined","","HSElist1Dec12","","",NA,NA,NA,1,"ROR26",26,"undefined"
"501","62.176.19.146",1421071640586,"undefined","","HSElist1Dec12","","",NA,NA,NA,2,"ROR26",26,"undefined"
"502","62.176.19.146",1421071649522,"undefined","","HSElist1Dec12","","",NA,1,NA,3,"ROR26",26,"undefined"
"503","62.176.19.146",1421071658564,"undefined","","HSElist1Dec12","","",NA,1,NA,4,"ROR26",26,"undefined"
"504","62.176.19.146",1421071667439,"undefined","","HSElist1Dec12","","",NA,1,NA,5,"ROR26",26,"undefined"
"505","62.176.19.146",1421071679190,"undefined","","HSElist1Dec12","","",NA,1,NA,6,"ROR26",26,"undefined"
"506","62.176.19.146",1421071688214,"undefined","","HSElist1Dec12","","",NA,1,NA,7,"ROR26",26,"undefined"
"507","92.242.58.12",1421073188906,"undefined","","HSElist1Dec12","","",NA,NA,NA,1,"RZH27",27,"undefined"
"508","92.242.58.12",1421073192035,"undefined","","HSElist1Dec12","","",NA,NA,NA,2,"RZH27",27,"undefined"
"509","194.28.75.249",1421549444302,"undefined","","HSElist1Dec12","","",NA,NA,NA,1,"GUC28",28,"undefined"
"510","194.28.75.249",1421549447401,"undefined","","HSElist1Dec12","","",NA,NA,NA,2,"GUC28",28,"undefined"
