"","IP","X_","audio","condition","experimentName","item","response1","response1_time","sound1","time","trialnumber","userCode","userFileName","view"
"187","95.78.24.11",1419110683816,"undefined","","HSElist1Dec12","","Ошибка!",4403,1,NA,4,"ZMR12",12,"undefined"
"188","95.78.24.11",1419110694055,"undefined","","HSElist1Dec12","","Ошибка!",5789,1,NA,5,"ZMR12",12,"undefined"
"189","95.78.24.11",1419110706742,"undefined","","HSElist1Dec12","","",NA,1,NA,6,"ZMR12",12,"undefined"
"190","95.78.24.11",1419110715740,"undefined","","HSElist1Dec12","","Ошибка!",3923,1,NA,7,"ZMR12",12,"undefined"
"191","95.78.24.11",1419110734903,"1_1_fill","M_Pl","HSElist1Dec12","fill","Ошибка!",4613,1,NA,9,"ZMR12",12,"stimulus.ejs"
"192","95.78.24.11",1419110746433,"2_1_exp","M_Sg","HSElist1Dec12","exp","",NA,1,NA,10,"ZMR12",12,"stimulus.ejs"
"193","95.78.24.11",1419110785394,"undefined","","HSElist1Dec12","","",NA,NA,NA,1,"SPM13",13,"undefined"
"194","95.78.24.11",1419110786728,"undefined","","HSElist1Dec12","","",NA,NA,NA,2,"SPM13",13,"undefined"
"195","95.78.24.11",1419110796119,"undefined","","HSElist1Dec12","","",NA,1,NA,3,"SPM13",13,"undefined"
"196","95.78.24.11",1419110805119,"undefined","","HSElist1Dec12","","Ошибка!",3691,1,NA,4,"SPM13",13,"undefined"
"197","95.78.24.11",1419110814869,"undefined","","HSElist1Dec12","","Ошибка!",5817,1,NA,5,"SPM13",13,"undefined"
"198","95.78.24.11",1419110826523,"undefined","","HSElist1Dec12","","",NA,1,NA,6,"SPM13",13,"undefined"
"199","95.78.24.11",1419110840551,"undefined","","HSElist1Dec12","","Ошибка!",3509,1,NA,7,"SPM13",13,"undefined"
"200","95.78.24.11",1419110853757,"1_1_fill","M_Pl","HSElist1Dec12","fill","",NA,1,NA,9,"SPM13",13,"stimulus.ejs"
"201","95.78.24.11",1419110864760,"2_1_exp","M_Sg","HSElist1Dec12","exp","",NA,1,NA,10,"SPM13",13,"stimulus.ejs"
"202","95.78.24.11",1419110876333,"3_1_exp","NM_Pl","HSElist1Dec12","exp","Ошибка!",5804,1,NA,11,"SPM13",13,"stimulus.ejs"
"203","95.78.24.11",1419110886364,"4_1_fill","M_Pauc","HSElist1Dec12","fill","",NA,1,NA,12,"SPM13",13,"stimulus.ejs"
"204","95.78.24.11",1419110897804,"5_1_exp","M_Pl","HSElist1Dec12","exp","",NA,1,NA,13,"SPM13",13,"stimulus.ejs"
"205","95.78.24.11",1419110907512,"6_1_fill","NM_Pauc","HSElist1Dec12","fill","Ошибка!",7360,1,NA,14,"SPM13",13,"stimulus.ejs"
"206","95.78.24.11",1419110918179,"7_1_fill","NM_Pl","HSElist1Dec12","fill","Ошибка!",5771,1,NA,15,"SPM13",13,"stimulus.ejs"
"207","95.78.24.11",1419110929292,"8_1_exp","NM_Sg","HSElist1Dec12","exp","Ошибка!",6132,1,NA,16,"SPM13",13,"stimulus.ejs"
"208","95.78.24.11",1419110940137,"9_1_exp","M_Sg","HSElist1Dec12","exp","",NA,1,NA,17,"SPM13",13,"stimulus.ejs"
"209","109.200.155.220",1419148660907,"undefined","","HSElist1Dec12","","",NA,NA,NA,1,"WJZ14",14,"undefined"
"210","109.200.155.220",1419148690458,"undefined","","HSElist1Dec12","","",NA,NA,NA,2,"WJZ14",14,"undefined"
"211","109.200.155.220",1419148705948,"undefined","","HSElist1Dec12","","",NA,1,NA,3,"WJZ14",14,"undefined"
"212","109.200.155.220",1419148718279,"undefined","","HSElist1Dec12","","Ошибка!",3844,1,NA,4,"WJZ14",14,"undefined"
"213","109.200.155.220",1419148730919,"undefined","","HSElist1Dec12","","Ошибка!",3132,1,NA,5,"WJZ14",14,"undefined"
"214","109.200.155.220",1419148743429,"undefined","","HSElist1Dec12","","",NA,1,NA,6,"WJZ14",14,"undefined"
"215","109.200.155.220",1419148752223,"undefined","","HSElist1Dec12","","Ошибка!",2731,1,NA,7,"WJZ14",14,"undefined"
"216","109.200.155.220",1419148771753,"1_1_fill","M_Pl","HSElist1Dec12","fill","Ошибка!",6612,1,NA,9,"WJZ14",14,"stimulus.ejs"
"217","109.200.155.220",1419148783748,"2_1_exp","M_Sg","HSElist1Dec12","exp","",NA,1,NA,10,"WJZ14",14,"stimulus.ejs"
"218","109.200.155.220",1419148795829,"3_1_exp","NM_Pl","HSElist1Dec12","exp","Ошибка!",5682,1,NA,11,"WJZ14",14,"stimulus.ejs"
"219","109.200.155.220",1419148806406,"4_1_fill","M_Pauc","HSElist1Dec12","fill","Ошибка!",5836,1,NA,12,"WJZ14",14,"stimulus.ejs"
"220","109.200.155.220",1419148818394,"5_1_exp","M_Pl","HSElist1Dec12","exp","Ошибка!",8107,1,NA,13,"WJZ14",14,"stimulus.ejs"
"221","109.200.155.220",1419148828625,"6_1_fill","NM_Pauc","HSElist1Dec12","fill","Ошибка!",5571,1,NA,14,"WJZ14",14,"stimulus.ejs"
"222","109.200.155.220",1419148839296,"7_1_fill","NM_Pl","HSElist1Dec12","fill","Ошибка!",4323,1,NA,15,"WJZ14",14,"stimulus.ejs"
"223","109.200.155.220",1419148851376,"8_1_exp","NM_Sg","HSElist1Dec12","exp","Ошибка!",4863,1,NA,16,"WJZ14",14,"stimulus.ejs"
"224","109.200.155.220",1419148865155,"9_1_exp","M_Sg","HSElist1Dec12","exp","",NA,1,NA,17,"WJZ14",14,"stimulus.ejs"
"225","109.200.155.220",1419148876156,"10_1_fill","NM_Pauc","HSElist1Dec12","fill","Ошибка!",4108,1,NA,18,"WJZ14",14,"stimulus.ejs"
"226","109.200.155.220",1419148887747,"11_1_exp","NM_Pl","HSElist1Dec12","exp","Ошибка!",5708,1,NA,19,"WJZ14",14,"stimulus.ejs"
"227","109.200.155.220",1419148898262,"12_1_fill","M_Pl","HSElist1Dec12","fill","",NA,1,NA,20,"WJZ14",14,"stimulus.ejs"
"228","109.200.155.220",1419148908788,"13_1_fill","M_Pauc","HSElist1Dec12","fill","",NA,1,NA,21,"WJZ14",14,"stimulus.ejs"
"229","109.200.155.220",1419148920857,"14_1_exp","M_Pl","HSElist1Dec12","exp","",NA,1,NA,22,"WJZ14",14,"stimulus.ejs"
"230","109.200.155.220",1419148931074,"15_1_exp","NM_Sg","HSElist1Dec12","exp","Ошибка!",5355,1,NA,23,"WJZ14",14,"stimulus.ejs"
"231","109.200.155.220",1419148942310,"16_1_fill","M_Pl","HSElist1Dec12","fill","",NA,1,NA,24,"WJZ14",14,"stimulus.ejs"
"232","109.200.155.220",1419148953873,"17_1_exp","M_Sg","HSElist1Dec12","exp","",NA,1,NA,25,"WJZ14",14,"stimulus.ejs"
"233","109.200.155.220",1419148963597,"18_1_fill","NM_Pl","HSElist1Dec12","fill","Ошибка!",4324,1,NA,26,"WJZ14",14,"stimulus.ejs"
"234","109.200.155.220",1419148973266,"19_1_fill","NM_Pauc","HSElist1Dec12","fill","Ошибка!",4268,1,NA,27,"WJZ14",14,"stimulus.ejs"
"235","109.200.155.220",1419148985809,"20_1_exp","NM_Pl","HSElist1Dec12","exp","Ошибка!",5779,1,NA,28,"WJZ14",14,"stimulus.ejs"
"236","109.200.155.220",1419148997014,"21_1_exp","M_Pl","HSElist1Dec12","exp","",NA,1,NA,29,"WJZ14",14,"stimulus.ejs"
"237","109.200.155.220",1419149006428,"22_1_fill","NM_Pl","HSElist1Dec12","fill","Ошибка!",4124,1,NA,30,"WJZ14",14,"stimulus.ejs"
"238","109.200.155.220",1419149017346,"23_1_exp","NM_Sg","HSElist1Dec12","exp","Ошибка!",5628,1,NA,31,"WJZ14",14,"stimulus.ejs"
"239","109.200.155.220",1419149028000,"24_1_fill","M_Pauc","HSElist1Dec12","fill","",NA,1,NA,32,"WJZ14",14,"stimulus.ejs"
"240","109.200.155.220",1419149037093,"25_1_fill","M_Pl","HSElist1Dec12","fill","",NA,1,NA,33,"WJZ14",14,"stimulus.ejs"
"241","109.200.155.220",1419149047873,"26_1_exp","M_Sg","HSElist1Dec12","exp","",NA,1,NA,34,"WJZ14",14,"stimulus.ejs"
"242","109.200.155.220",1419149059287,"27_1_exp","NM_Pl","HSElist1Dec12","exp","Ошибка!",5653,1,NA,35,"WJZ14",14,"stimulus.ejs"
"243","109.200.155.220",1419149070997,"28_1_fill","M_Pauc","HSElist1Dec12","fill","",NA,1,NA,36,"WJZ14",14,"stimulus.ejs"
"244","109.200.155.220",1419149081498,"29_1_exp","M_Pl","HSElist1Dec12","exp","",NA,1,NA,37,"WJZ14",14,"stimulus.ejs"
"245","109.200.155.220",1419149092017,"30_1_fill","NM_Pauc","HSElist1Dec12","fill","Ошибка!",4277,1,NA,38,"WJZ14",14,"stimulus.ejs"
"246","109.200.155.220",1419149101317,"31_1_fill","NM_Pl","HSElist1Dec12","fill","Ошибка!",4188,1,NA,39,"WJZ14",14,"stimulus.ejs"
"247","109.200.155.220",1419149112146,"32_1_exp","NM_Sg","HSElist1Dec12","exp","Ошибка!",5444,1,NA,40,"WJZ14",14,"stimulus.ejs"
"248","109.200.155.220",1419149123112,"33_1_exp","M_Sg","HSElist1Dec12","exp","",NA,1,NA,41,"WJZ14",14,"stimulus.ejs"
"249","109.200.155.220",1419149133015,"34_1_fill","NM_Pauc","HSElist1Dec12","fill","Ошибка!",4141,1,NA,42,"WJZ14",14,"stimulus.ejs"
"250","109.200.155.220",1419149145458,"35_1_exp","NM_Pl","HSElist1Dec12","exp","Ошибка!",5715,1,NA,43,"WJZ14",14,"stimulus.ejs"
"251","109.200.155.220",1419149156380,"36_1_fill","M_Pl","HSElist1Dec12","fill","",NA,1,NA,44,"WJZ14",14,"stimulus.ejs"
"252","109.200.155.220",1419149166579,"37_1_fill","M_Pauc","HSElist1Dec12","fill","",NA,1,NA,45,"WJZ14",14,"stimulus.ejs"
"253","109.200.155.220",1419149177627,"38_1_exp","M_Pl","HSElist1Dec12","exp","",NA,1,NA,46,"WJZ14",14,"stimulus.ejs"
"254","109.200.155.220",1419149189224,"39_1_exp","NM_Sg","HSElist1Dec12","exp","Ошибка!",5571,1,NA,47,"WJZ14",14,"stimulus.ejs"
"255","109.200.155.220",1419149199753,"40_1_fill","M_Pl","HSElist1Dec12","fill","",NA,1,NA,48,"WJZ14",14,"stimulus.ejs"
"256","109.200.155.220",1419149210615,"41_1_exp","M_Sg","HSElist1Dec12","exp","",NA,1,NA,49,"WJZ14",14,"stimulus.ejs"
"257","109.200.155.220",1419149220661,"42_1_fill","NM_Pl","HSElist1Dec12","fill","Ошибка!",4307,1,NA,50,"WJZ14",14,"stimulus.ejs"
"258","109.200.155.220",1419149230944,"43_1_fill","NM_Pauc","HSElist1Dec12","fill","Ошибка!",4579,1,NA,51,"WJZ14",14,"stimulus.ejs"
"259","109.200.155.220",1419149241542,"44_1_exp","NM_Pl","HSElist1Dec12","exp","Ошибка!",5788,1,NA,52,"WJZ14",14,"stimulus.ejs"
"260","109.200.155.220",1419149253583,"45_1_exp","M_Pl","HSElist1Dec12","exp","",NA,1,NA,53,"WJZ14",14,"stimulus.ejs"
"261","109.200.155.220",1419149263587,"46_1_fill","NM_Pl","HSElist1Dec12","fill","Ошибка!",4227,1,NA,54,"WJZ14",14,"stimulus.ejs"
"262","109.200.155.220",1419149274598,"47_1_exp","NM_Sg","HSElist1Dec12","exp","Ошибка!",6563,1,NA,55,"WJZ14",14,"stimulus.ejs"
"263","109.200.155.220",1419149284584,"48_1_fill","M_Pauc","HSElist1Dec12","fill","",NA,1,NA,56,"WJZ14",14,"stimulus.ejs"
"264","109.200.155.220",1419149293725,"49_1_fill","M_Pl","HSElist1Dec12","fill","",NA,1,NA,57,"WJZ14",14,"stimulus.ejs"
"265","109.200.155.220",1419149304229,"50_1_exp","M_Sg","HSElist1Dec12","exp","",NA,1,NA,58,"WJZ14",14,"stimulus.ejs"
"266","109.200.155.220",1419149317168,"51_1_exp","NM_Pl","HSElist1Dec12","exp","Ошибка!",5868,1,NA,59,"WJZ14",14,"stimulus.ejs"
"267","109.200.155.220",1419149326536,"52_1_fill","M_Pauc","HSElist1Dec12","fill","",NA,1,NA,60,"WJZ14",14,"stimulus.ejs"
"268","109.200.155.220",1419149337212,"53_1_exp","M_Pl","HSElist1Dec12","exp","Ошибка!",5164,1,NA,61,"WJZ14",14,"stimulus.ejs"
"269","109.200.155.220",1419149346309,"54_1_fill","NM_Pauc","HSElist1Dec12","fill","Ошибка!",4452,1,NA,62,"WJZ14",14,"stimulus.ejs"
"270","109.200.155.220",1419149356013,"55_1_fill","NM_Pl","HSElist1Dec12","fill","Ошибка!",4428,1,NA,63,"WJZ14",14,"stimulus.ejs"
"271","109.200.155.220",1419149367275,"56_1_exp","NM_Sg","HSElist1Dec12","exp","Ошибка!",4969,1,NA,64,"WJZ14",14,"stimulus.ejs"
"272","109.200.155.220",1419149378103,"57_1_exp","M_Sg","HSElist1Dec12","exp","",NA,1,NA,65,"WJZ14",14,"stimulus.ejs"
"273","109.200.155.220",1419149387494,"58_1_fill","NM_Pauc","HSElist1Dec12","fill","Ошибка!",5109,1,NA,66,"WJZ14",14,"stimulus.ejs"
"274","109.200.155.220",1419149400104,"59_1_exp","NM_Pl","HSElist1Dec12","exp","Ошибка!",5445,1,NA,67,"WJZ14",14,"stimulus.ejs"
"275","109.200.155.220",1419149409599,"60_1_fill","M_Pl","HSElist1Dec12","fill","",NA,1,NA,68,"WJZ14",14,"stimulus.ejs"
"276","109.200.155.220",1419149419774,"61_1_fill","M_Pauc","HSElist1Dec12","fill","",NA,1,NA,69,"WJZ14",14,"stimulus.ejs"
"277","109.200.155.220",1419149430463,"62_1_exp","M_Pl","HSElist1Dec12","exp","Ошибка!",7630,1,NA,70,"WJZ14",14,"stimulus.ejs"
"278","109.200.155.220",1419149441857,"63_1_exp","NM_Sg","HSElist1Dec12","exp","Ошибка!",5868,1,NA,71,"WJZ14",14,"stimulus.ejs"
"279","109.200.155.220",1419149451736,"64_1_fill","NM_Pl","HSElist1Dec12","fill","Ошибка!",4332,1,NA,72,"WJZ14",14,"stimulus.ejs"
"280","109.200.155.220",1419149461889,"65_1_exp","M_Sg","HSElist1Dec12","exp","Ошибка!",4235,1,NA,73,"WJZ14",14,"stimulus.ejs"
"281","213.87.143.169",1419267068707,"undefined","","HSElist1Dec12","","",NA,NA,NA,1,"TBO15",15,"undefined"
"282","213.87.143.169",1419267088464,"undefined","","HSElist1Dec12","","",NA,NA,NA,2,"TBO15",15,"undefined"
"283","213.87.143.169",1419267101028,"undefined","","HSElist1Dec12","","",NA,1,NA,3,"TBO15",15,"undefined"
"284","213.87.143.169",1419267115006,"undefined","","HSElist1Dec12","","Ошибка!",3546,1,NA,4,"TBO15",15,"undefined"
"285","213.87.143.169",1419267126728,"undefined","","HSElist1Dec12","","Ошибка!",3666,1,NA,5,"TBO15",15,"undefined"
"286","213.87.143.169",1419267141213,"undefined","","HSElist1Dec12","","Ошибка!",12184,1,NA,6,"TBO15",15,"undefined"
"287","213.87.143.169",1419267153691,"undefined","","HSElist1Dec12","","Ошибка!",3033,1,NA,7,"TBO15",15,"undefined"
"288","213.87.143.169",1419267170299,"1_1_fill","M_Pl","HSElist1Dec12","fill","",NA,1,NA,9,"TBO15",15,"stimulus.ejs"
"289","213.87.143.169",1419267182092,"2_1_exp","M_Sg","HSElist1Dec12","exp","",NA,1,NA,10,"TBO15",15,"stimulus.ejs"
"290","46.42.143.112",1419703073148,"undefined","","HSElist1Dec12","","",NA,NA,NA,1,"OZH16",16,"undefined"
"291","66.249.81.154",1420402687919,"undefined","","HSElist1Dec12","","",NA,NA,NA,1,"BZB17",17,"undefined"
"292","66.249.81.154",1420402698084,"undefined","","HSElist1Dec12","","",NA,NA,NA,2,"BZB17",17,"undefined"
"293","206.173.221.82",1420402764461,"undefined","","HSElist1Dec12","","",NA,NA,NA,1,"ZFV18",18,"undefined"
"294","206.173.221.82",1420402766507,"undefined","","HSElist1Dec12","","",NA,NA,NA,2,"ZFV18",18,"undefined"
"295","206.173.221.82",1420402782058,"undefined","","HSElist1Dec12","","",NA,1,NA,3,"ZFV18",18,"undefined"
"296","206.173.221.82",1420402801706,"undefined","","HSElist1Dec12","","Ошибка!",1420402783495,1,NA,4,"ZFV18",18,"undefined"
"297","206.173.221.82",1420402811240,"undefined","","HSElist1Dec12","","Ошибка!",5479,1,NA,5,"ZFV18",18,"undefined"
"298","206.173.221.82",1420402823590,"undefined","","HSElist1Dec12","","",NA,1,NA,6,"ZFV18",18,"undefined"
"299","206.173.221.82",1420402832926,"undefined","","HSElist1Dec12","","Ошибка!",4902,1,NA,7,"ZFV18",18,"undefined"
"300","206.173.221.82",1420402851777,"1_1_fill","M_Pl","HSElist1Dec12","fill","",NA,1,NA,9,"ZFV18",18,"stimulus.ejs"
"301","206.173.221.82",1420402867957,"2_1_exp","M_Sg","HSElist1Dec12","exp","Ошибка!",1420402855349,1,NA,10,"ZFV18",18,"stimulus.ejs"
"302","206.173.221.82",1420402886948,"3_1_exp","NM_Pl","HSElist1Dec12","exp","",NA,1,NA,11,"ZFV18",18,"stimulus.ejs"
"303","206.173.221.82",1420402899746,"4_1_fill","M_Pauc","HSElist1Dec12","fill","Ошибка!",1420402888017,1,NA,12,"ZFV18",18,"stimulus.ejs"
"304","206.173.221.82",1420402919192,"5_1_exp","M_Pl","HSElist1Dec12","exp","",NA,1,NA,13,"ZFV18",18,"stimulus.ejs"
"305","206.173.221.82",1420402929433,"6_1_fill","NM_Pauc","HSElist1Dec12","fill","",NA,1,NA,14,"ZFV18",18,"stimulus.ejs"
"306","206.173.221.82",1420402942064,"7_1_fill","NM_Pl","HSElist1Dec12","fill","",NA,1,NA,15,"ZFV18",18,"stimulus.ejs"
"307","206.173.221.82",1420402958760,"8_1_exp","NM_Sg","HSElist1Dec12","exp","Ошибка!",1420402943693,1,NA,16,"ZFV18",18,"stimulus.ejs"
"308","206.173.221.82",1420402986835,"9_1_exp","M_Sg","HSElist1Dec12","exp","Ошибка!",1420402960577,1,NA,17,"ZFV18",18,"stimulus.ejs"
"309","206.173.221.82",1420403002555,"10_1_fill","NM_Pauc","HSElist1Dec12","fill","Ошибка!",1420402988658,1,NA,18,"ZFV18",18,"stimulus.ejs"
"310","206.173.221.82",1420403017487,"11_1_exp","NM_Pl","HSElist1Dec12","exp","Ошибка!",1420403003765,1,NA,19,"ZFV18",18,"stimulus.ejs"
"311","206.173.221.82",1420403033183,"12_1_fill","M_Pl","HSElist1Dec12","fill","Ошибка!",1420403018671,1,NA,20,"ZFV18",18,"stimulus.ejs"
"312","206.173.221.82",1420403046976,"13_1_fill","M_Pauc","HSElist1Dec12","fill","",NA,1,NA,21,"ZFV18",18,"stimulus.ejs"
"313","206.173.221.82",1420403066452,"14_1_exp","M_Pl","HSElist1Dec12","exp","",NA,1,NA,22,"ZFV18",18,"stimulus.ejs"
"314","206.173.221.82",1420403076949,"15_1_exp","NM_Sg","HSElist1Dec12","exp","",NA,1,NA,23,"ZFV18",18,"stimulus.ejs"
"315","206.173.221.82",1420403119065,"16_1_fill","M_Pl","HSElist1Dec12","fill","Ошибка!",1420403079628,1,NA,24,"ZFV18",18,"stimulus.ejs"
"316","206.173.221.82",1420403195668,"17_1_exp","M_Sg","HSElist1Dec12","exp","",NA,1,NA,25,"ZFV18",18,"stimulus.ejs"
"317","206.173.221.82",1420403206201,"18_1_fill","NM_Pl","HSElist1Dec12","fill","",NA,1,NA,26,"ZFV18",18,"stimulus.ejs"
"318","206.173.221.82",1420403223909,"19_1_fill","NM_Pauc","HSElist1Dec12","fill","Ошибка!",1420403207328,1,NA,27,"ZFV18",18,"stimulus.ejs"
"319","206.173.221.82",1420403252091,"20_1_exp","NM_Pl","HSElist1Dec12","exp","Ошибка!",1420403227243,1,NA,28,"ZFV18",18,"stimulus.ejs"
"320","206.173.221.82",1420403269694,"21_1_exp","M_Pl","HSElist1Dec12","exp","Ошибка!",1420403255787,1,NA,29,"ZFV18",18,"stimulus.ejs"
"321","206.173.221.82",1420403287589,"22_1_fill","NM_Pl","HSElist1Dec12","fill","",NA,1,NA,30,"ZFV18",18,"stimulus.ejs"
"322","206.173.221.82",1420403303680,"23_1_exp","NM_Sg","HSElist1Dec12","exp","Ошибка!",1420403289184,1,NA,31,"ZFV18",18,"stimulus.ejs"
"323","206.173.221.82",1420403362039,"24_1_fill","M_Pauc","HSElist1Dec12","fill","",NA,1,NA,32,"ZFV18",18,"stimulus.ejs"
"324","206.173.221.82",1420403457578,"25_1_fill","M_Pl","HSElist1Dec12","fill","",NA,1,NA,33,"ZFV18",18,"stimulus.ejs"
"325","206.173.221.82",1420403475819,"26_1_exp","M_Sg","HSElist1Dec12","exp","",NA,1,NA,34,"ZFV18",18,"stimulus.ejs"
"326","206.173.221.82",1420403489797,"27_1_exp","NM_Pl","HSElist1Dec12","exp","",NA,1,NA,35,"ZFV18",18,"stimulus.ejs"
"327","206.173.221.82",1420403501640,"28_1_fill","M_Pauc","HSElist1Dec12","fill","Ошибка!",1420403491002,1,NA,36,"ZFV18",18,"stimulus.ejs"
"328","206.173.221.82",1420403515084,"29_1_exp","M_Pl","HSElist1Dec12","exp","Ошибка!",1420403503759,1,NA,37,"ZFV18",18,"stimulus.ejs"
"329","206.173.221.82",1420403527022,"30_1_fill","NM_Pauc","HSElist1Dec12","fill","",NA,1,NA,38,"ZFV18",18,"stimulus.ejs"
"330","206.173.221.82",1420403559768,"31_1_fill","NM_Pl","HSElist1Dec12","fill","",NA,1,NA,39,"ZFV18",18,"stimulus.ejs"
"331","206.173.221.82",1420403587990,"32_1_exp","NM_Sg","HSElist1Dec12","exp","Ошибка!",1420403568159,1,NA,40,"ZFV18",18,"stimulus.ejs"
"332","206.173.221.82",1420403604036,"33_1_exp","M_Sg","HSElist1Dec12","exp","Ошибка!",1420403589375,1,NA,41,"ZFV18",18,"stimulus.ejs"
"333","206.173.221.82",1420403621242,"34_1_fill","NM_Pauc","HSElist1Dec12","fill","",NA,1,NA,42,"ZFV18",18,"stimulus.ejs"
"334","206.173.221.82",1420403635939,"35_1_exp","NM_Pl","HSElist1Dec12","exp","Ошибка!",1420403624232,1,NA,43,"ZFV18",18,"stimulus.ejs"
"335","206.173.221.82",1420403653552,"36_1_fill","M_Pl","HSElist1Dec12","fill","Ошибка!",1420403637334,1,NA,44,"ZFV18",18,"stimulus.ejs"
"336","206.173.221.82",1420403680563,"37_1_fill","M_Pauc","HSElist1Dec12","fill","",NA,1,NA,45,"ZFV18",18,"stimulus.ejs"
"337","206.173.221.82",1420403707458,"38_1_exp","M_Pl","HSElist1Dec12","exp","",NA,1,NA,46,"ZFV18",18,"stimulus.ejs"
"338","206.173.221.82",1420403719718,"39_1_exp","NM_Sg","HSElist1Dec12","exp","",NA,1,NA,47,"ZFV18",18,"stimulus.ejs"
"339","206.173.221.82",1420403746824,"40_1_fill","M_Pl","HSElist1Dec12","fill","Ошибка!",1420403736263,1,NA,48,"ZFV18",18,"stimulus.ejs"
"340","206.173.221.82",1420403765110,"41_1_exp","M_Sg","HSElist1Dec12","exp","",NA,1,NA,49,"ZFV18",18,"stimulus.ejs"
"341","206.173.221.82",1420403776883,"42_1_fill","NM_Pl","HSElist1Dec12","fill","",NA,1,NA,50,"ZFV18",18,"stimulus.ejs"
"342","206.173.221.82",1420403789703,"43_1_fill","NM_Pauc","HSElist1Dec12","fill","Ошибка!",1420403778495,1,NA,51,"ZFV18",18,"stimulus.ejs"
"343","206.173.221.82",1420403803311,"44_1_exp","NM_Pl","HSElist1Dec12","exp","Ошибка!",1420403791647,1,NA,52,"ZFV18",18,"stimulus.ejs"
"344","206.173.221.82",1420403817154,"45_1_exp","M_Pl","HSElist1Dec12","exp","Ошибка!",1420403804575,1,NA,53,"ZFV18",18,"stimulus.ejs"
"345","206.173.221.82",1420403841635,"46_1_fill","NM_Pl","HSElist1Dec12","fill","",NA,1,NA,54,"ZFV18",18,"stimulus.ejs"
"346","206.173.221.82",1420403859909,"47_1_exp","NM_Sg","HSElist1Dec12","exp","Ошибка!",1420403843855,1,NA,55,"ZFV18",18,"stimulus.ejs"
"347","206.173.221.82",1420404292498,"48_1_fill","M_Pauc","HSElist1Dec12","fill","",NA,1,NA,56,"ZFV18",18,"stimulus.ejs"
"348","206.173.221.82",1420404302343,"49_1_fill","M_Pl","HSElist1Dec12","fill","",NA,1,NA,57,"ZFV18",18,"stimulus.ejs"
"349","206.173.221.82",1420404313139,"50_1_exp","M_Sg","HSElist1Dec12","exp","",NA,1,NA,58,"ZFV18",18,"stimulus.ejs"
"350","206.173.221.82",1420404324983,"51_1_exp","NM_Pl","HSElist1Dec12","exp","",NA,1,NA,59,"ZFV18",18,"stimulus.ejs"
"351","206.173.221.82",1420404338128,"52_1_fill","M_Pauc","HSElist1Dec12","fill","Ошибка!",1420404328301,1,NA,60,"ZFV18",18,"stimulus.ejs"
"352","206.173.221.82",1420404389291,"53_1_exp","M_Pl","HSElist1Dec12","exp","",NA,1,NA,61,"ZFV18",18,"stimulus.ejs"
"353","206.173.221.82",1420404399368,"54_1_fill","NM_Pauc","HSElist1Dec12","fill","",NA,1,NA,62,"ZFV18",18,"stimulus.ejs"
"354","206.173.221.82",1420404413440,"55_1_fill","NM_Pl","HSElist1Dec12","fill","Ошибка!",1420404400435,1,NA,63,"ZFV18",18,"stimulus.ejs"
"355","206.173.221.82",1420404445683,"56_1_exp","NM_Sg","HSElist1Dec12","exp","",NA,1,NA,64,"ZFV18",18,"stimulus.ejs"
"356","206.173.221.82",1420404457848,"57_1_exp","M_Sg","HSElist1Dec12","exp","Ошибка!",1420404446767,1,NA,65,"ZFV18",18,"stimulus.ejs"
"357","206.173.221.82",1420404467510,"58_1_fill","NM_Pauc","HSElist1Dec12","fill","",NA,1,NA,66,"ZFV18",18,"stimulus.ejs"
"358","206.173.221.82",1420404480723,"59_1_exp","NM_Pl","HSElist1Dec12","exp","Ошибка!",1420404468595,1,NA,67,"ZFV18",18,"stimulus.ejs"
"359","206.173.221.82",1420404496645,"60_1_fill","M_Pl","HSElist1Dec12","fill","Ошибка!",1420404485698,1,NA,68,"ZFV18",18,"stimulus.ejs"
"360","206.173.221.82",1420404513709,"61_1_fill","M_Pauc","HSElist1Dec12","fill","",NA,1,NA,69,"ZFV18",18,"stimulus.ejs"
"361","206.173.221.82",1420404527940,"62_1_exp","M_Pl","HSElist1Dec12","exp","",NA,1,NA,70,"ZFV18",18,"stimulus.ejs"
"362","206.173.221.82",1420404543291,"63_1_exp","NM_Sg","HSElist1Dec12","exp","",NA,1,NA,71,"ZFV18",18,"stimulus.ejs"
"363","206.173.221.82",1420404554323,"64_1_fill","NM_Pl","HSElist1Dec12","fill","Ошибка!",1420404544444,1,NA,72,"ZFV18",18,"stimulus.ejs"
"364","206.173.221.82",1420404566721,"65_1_exp","M_Sg","HSElist1Dec12","exp","Ошибка!",1420404555978,1,NA,73,"ZFV18",18,"stimulus.ejs"
"365","213.87.137.89",1420938195767,"undefined","","HSElist1Dec12","","",NA,NA,NA,1,"SKD19",19,"undefined"
"366","213.87.137.89",1420938239331,"undefined","","HSElist1Dec12","","",NA,NA,NA,2,"SKD19",19,"undefined"
"367","213.87.137.89",1420938270684,"undefined","","HSElist1Dec12","","",NA,1,NA,3,"SKD19",19,"undefined"
"368","213.87.137.89",1420938287664,"undefined","","HSElist1Dec12","","Ошибка!",5481,1,NA,4,"SKD19",19,"undefined"
"369","213.87.137.89",1420938298364,"undefined","","HSElist1Dec12","","Ошибка!",4646,1,NA,5,"SKD19",19,"undefined"
"370","213.87.137.89",1420938313486,"undefined","","HSElist1Dec12","","",NA,1,NA,6,"SKD19",19,"undefined"
